Ref_Date,GEO,FORCE,NORTH,Vector,Coordinate,Value
2009/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1093.1
2009/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1077.1
2009/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1072.8
2009/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1089.6
2009/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1065.6
2009/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1062.5
2009/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1052.3
2009/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1048.2
2009/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1063.8
2009/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1074.8
2010/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1093.1
2010/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1093.1
2010/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1086.3
2010/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1093.3
2010/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1092.2
2010/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1096.3
2010/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1108.3
2010/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1114.1
2010/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1102.7
2010/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1099.2
2010/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1104.2
2010/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1100.3
2011/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1096.4
2011/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1104.8
2011/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1131.1
2011/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1123.6
2011/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1135.4
2011/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1136.0
2011/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1147.6
2011/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1155.8
2011/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1171.1
2011/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1168.7
2011/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1159.7
2011/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1168.8
2012/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1160.0
2012/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1151.0
2012/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1155.7
2012/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1186.3
2012/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1186.2
2012/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1188.9
2012/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1181.5
2012/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1172.9
2012/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1174.6
2012/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1167.1
2012/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1182.0
2012/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1169.4
2013/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1172.3
2013/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1174.5
2013/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1166.4
2013/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1159.9
2013/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1160.3
2013/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1160.4
2013/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1156.3
2013/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1180.2
2013/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1161.2
2013/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1177.5
2013/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1173.2
2013/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1188.8
2014/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1193.7
2014/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1210.2
2014/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1200.4
2014/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1195.0
2014/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1195.0
2014/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1193.8
2014/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1201.3
2014/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1201.4
2014/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1212.0
2014/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1234.3
2014/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1224.4
2014/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1216.2
2015/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1218.2
1987/01,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,634.6
1987/02,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,640.8
1987/03,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,636.5
1987/04,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,638.3
1987/05,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,628.7
1987/06,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,636.2
1987/07,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,637.5
1987/08,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,638.2
1987/09,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,632.1
1987/10,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,630.0
1987/11,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,624.3
1987/12,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,619.5
1988/01,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,614.0
1988/02,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,610.0
1988/03,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,612.6
1988/04,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,605.5
1988/05,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,609.5
1988/06,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,606.3
1988/07,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,603.9
1988/08,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,599.2
1988/09,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,604.5
1988/10,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,604.6
1988/11,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,608.1
1988/12,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,607.8
1989/01,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,613.3
1989/02,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,613.8
1989/03,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,617.4
1989/04,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,620.4
1989/05,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,620.5
1989/06,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,615.0
1989/07,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,613.6
1989/08,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,615.5
1989/09,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,618.7
1989/10,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,603.9
1989/11,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,606.4
1989/12,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,610.5
1990/01,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,613.4
1990/02,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,614.8
1990/03,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,613.1
1990/04,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,608.9
1990/05,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,607.2
1990/06,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,612.5
1990/07,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,600.3
1990/08,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,599.7
1990/09,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,602.9
1990/10,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,606.2
1990/11,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,615.0
1990/12,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,600.6
1991/01,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,591.5
1991/02,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,590.3
1991/03,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,591.0
1991/04,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,595.2
1991/05,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,583.1
1991/06,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,597.5
1991/07,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,613.4
1991/08,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,615.1
1991/09,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,601.4
1991/10,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,595.0
1991/11,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,592.0
1991/12,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,586.5
1992/01,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,598.6
1992/02,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,594.8
1992/03,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,588.4
1992/04,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,590.6
1992/05,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,590.2
1992/06,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,592.1
1992/07,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,595.3
1992/08,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,594.2
1992/09,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,598.1
1992/10,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,611.9
1992/11,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,609.8
1992/12,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,613.0
1993/01,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,616.1
1993/02,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,615.1
1993/03,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,618.2
1993/04,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,619.5
1993/05,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,630.2
1993/06,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,643.9
1993/07,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,635.0
1993/08,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,638.0
1993/09,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,636.6
1993/10,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,638.0
1993/11,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,646.4
1993/12,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,647.6
1994/01,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,648.1
1994/02,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,654.7
1994/03,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,658.2
1994/04,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,656.6
1994/05,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,655.5
1994/06,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,653.6
1994/07,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,656.4
1994/08,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,648.1
1994/09,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,649.6
1994/10,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,645.4
1994/11,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,648.4
1994/12,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,648.0
1995/01,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,643.8
1995/02,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,639.5
1995/03,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,650.0
1995/04,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,640.9
1995/05,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,643.7
1995/06,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,642.7
1995/07,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,646.4
1995/08,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,658.2
1995/09,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,655.1
1995/10,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,654.4
1995/11,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,646.4
1995/12,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,645.4
1996/01,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,654.1
1996/02,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,659.2
1996/03,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,653.7
1996/04,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,660.2
1996/05,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,650.9
1996/06,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,648.4
1996/07,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,649.0
1996/08,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,655.7
1996/09,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,658.1
1996/10,Canada,Employment,"Other services (x 1,000)",v13682090,1.2.18,651.2
