Ref_Date,GEOGRAPHY,JOBTENURE,INDUSTRY,SEX,Value
2014/01,Canada,Average tenure (months),Manufacturing,Both sexes,127.4
2014/02,Canada,Average tenure (months),Manufacturing,Both sexes,125.9
2014/03,Canada,Average tenure (months),Manufacturing,Both sexes,124.3
2014/04,Canada,Average tenure (months),Manufacturing,Both sexes,123.4
2014/05,Canada,Average tenure (months),Manufacturing,Both sexes,118.3
2014/06,Canada,Average tenure (months),Manufacturing,Both sexes,117.4
2014/07,Canada,Average tenure (months),Manufacturing,Both sexes,114.6
2014/08,Canada,Average tenure (months),Manufacturing,Both sexes,116.4
2014/09,Canada,Average tenure (months),Manufacturing,Both sexes,120.8
2014/10,Canada,Average tenure (months),Manufacturing,Both sexes,120.7
2014/11,Canada,Average tenure (months),Manufacturing,Both sexes,124.0
2014/12,Canada,Average tenure (months),Manufacturing,Both sexes,121.9
2015/01,Canada,Average tenure (months),Manufacturing,Both sexes,122.6
2010/01,Canada,Average tenure (months),Trade,Both sexes,83.1
2010/02,Canada,Average tenure (months),Trade,Both sexes,83.7
2010/03,Canada,Average tenure (months),Trade,Both sexes,85.4
2010/04,Canada,Average tenure (months),Trade,Both sexes,83.8
2010/05,Canada,Average tenure (months),Trade,Both sexes,84.8
2010/06,Canada,Average tenure (months),Trade,Both sexes,82.5
2010/07,Canada,Average tenure (months),Trade,Both sexes,83.0
2010/08,Canada,Average tenure (months),Trade,Both sexes,83.3
2010/09,Canada,Average tenure (months),Trade,Both sexes,83.0
2010/10,Canada,Average tenure (months),Trade,Both sexes,82.3
2010/11,Canada,Average tenure (months),Trade,Both sexes,82.0
2010/12,Canada,Average tenure (months),Trade,Both sexes,80.9
2011/01,Canada,Average tenure (months),Trade,Both sexes,83.6
2011/02,Canada,Average tenure (months),Trade,Both sexes,82.5
2011/03,Canada,Average tenure (months),Trade,Both sexes,83.5
2011/04,Canada,Average tenure (months),Trade,Both sexes,84.0
2011/05,Canada,Average tenure (months),Trade,Both sexes,82.1
2011/06,Canada,Average tenure (months),Trade,Both sexes,82.5
2011/07,Canada,Average tenure (months),Trade,Both sexes,81.7
2011/08,Canada,Average tenure (months),Trade,Both sexes,82.1
2011/09,Canada,Average tenure (months),Trade,Both sexes,84.4
2011/10,Canada,Average tenure (months),Trade,Both sexes,84.0
2011/11,Canada,Average tenure (months),Trade,Both sexes,85.2
2011/12,Canada,Average tenure (months),Trade,Both sexes,83.0
2012/01,Canada,Average tenure (months),Trade,Both sexes,84.9
2012/02,Canada,Average tenure (months),Trade,Both sexes,84.9
2012/03,Canada,Average tenure (months),Trade,Both sexes,85.8
2012/04,Canada,Average tenure (months),Trade,Both sexes,84.4
2012/05,Canada,Average tenure (months),Trade,Both sexes,85.1
2012/06,Canada,Average tenure (months),Trade,Both sexes,85.6
2012/07,Canada,Average tenure (months),Trade,Both sexes,83.6
2012/08,Canada,Average tenure (months),Trade,Both sexes,83.0
2012/09,Canada,Average tenure (months),Trade,Both sexes,84.8
2012/10,Canada,Average tenure (months),Trade,Both sexes,85.2
2012/11,Canada,Average tenure (months),Trade,Both sexes,84.6
2012/12,Canada,Average tenure (months),Trade,Both sexes,85.9
2013/01,Canada,Average tenure (months),Trade,Both sexes,86.1
2013/02,Canada,Average tenure (months),Trade,Both sexes,85.6
2013/03,Canada,Average tenure (months),Trade,Both sexes,86.7
2013/04,Canada,Average tenure (months),Trade,Both sexes,84.2
2013/05,Canada,Average tenure (months),Trade,Both sexes,83.0
2013/06,Canada,Average tenure (months),Trade,Both sexes,83.6
2013/07,Canada,Average tenure (months),Trade,Both sexes,82.0
2013/08,Canada,Average tenure (months),Trade,Both sexes,81.4
2013/09,Canada,Average tenure (months),Trade,Both sexes,83.6
2013/10,Canada,Average tenure (months),Trade,Both sexes,83.8
2013/11,Canada,Average tenure (months),Trade,Both sexes,83.5
2013/12,Canada,Average tenure (months),Trade,Both sexes,82.7
2014/01,Canada,Average tenure (months),Trade,Both sexes,86.0
2014/02,Canada,Average tenure (months),Trade,Both sexes,87.0
2014/03,Canada,Average tenure (months),Trade,Both sexes,87.4
2014/04,Canada,Average tenure (months),Trade,Both sexes,86.3
2014/05,Canada,Average tenure (months),Trade,Both sexes,85.5
2014/06,Canada,Average tenure (months),Trade,Both sexes,84.1
2014/07,Canada,Average tenure (months),Trade,Both sexes,81.9
2014/08,Canada,Average tenure (months),Trade,Both sexes,83.3
2014/09,Canada,Average tenure (months),Trade,Both sexes,82.7
2014/10,Canada,Average tenure (months),Trade,Both sexes,83.8
2014/11,Canada,Average tenure (months),Trade,Both sexes,83.7
2014/12,Canada,Average tenure (months),Trade,Both sexes,84.2
2015/01,Canada,Average tenure (months),Trade,Both sexes,85.6
2010/01,Canada,Average tenure (months),Transportation and warehousing,Both sexes,126.0
2010/02,Canada,Average tenure (months),Transportation and warehousing,Both sexes,122.9
2010/03,Canada,Average tenure (months),Transportation and warehousing,Both sexes,119.2
2010/04,Canada,Average tenure (months),Transportation and warehousing,Both sexes,120.7
2010/05,Canada,Average tenure (months),Transportation and warehousing,Both sexes,116.9
2010/06,Canada,Average tenure (months),Transportation and warehousing,Both sexes,117.4
2010/07,Canada,Average tenure (months),Transportation and warehousing,Both sexes,115.8
2010/08,Canada,Average tenure (months),Transportation and warehousing,Both sexes,117.4
2010/09,Canada,Average tenure (months),Transportation and warehousing,Both sexes,119.3
2010/10,Canada,Average tenure (months),Transportation and warehousing,Both sexes,118.9
2010/11,Canada,Average tenure (months),Transportation and warehousing,Both sexes,120.4
2010/12,Canada,Average tenure (months),Transportation and warehousing,Both sexes,117.0
2011/01,Canada,Average tenure (months),Transportation and warehousing,Both sexes,116.7
2011/02,Canada,Average tenure (months),Transportation and warehousing,Both sexes,115.9
2011/03,Canada,Average tenure (months),Transportation and warehousing,Both sexes,116.7
2011/04,Canada,Average tenure (months),Transportation and warehousing,Both sexes,116.8
2011/05,Canada,Average tenure (months),Transportation and warehousing,Both sexes,117.8
2011/06,Canada,Average tenure (months),Transportation and warehousing,Both sexes,114.2
2011/07,Canada,Average tenure (months),Transportation and warehousing,Both sexes,112.7
2011/08,Canada,Average tenure (months),Transportation and warehousing,Both sexes,110.8
2011/09,Canada,Average tenure (months),Transportation and warehousing,Both sexes,114.4
2011/10,Canada,Average tenure (months),Transportation and warehousing,Both sexes,114.9
2011/11,Canada,Average tenure (months),Transportation and warehousing,Both sexes,115.8
2011/12,Canada,Average tenure (months),Transportation and warehousing,Both sexes,113.2
2012/01,Canada,Average tenure (months),Transportation and warehousing,Both sexes,114.9
2012/02,Canada,Average tenure (months),Transportation and warehousing,Both sexes,114.6
2012/03,Canada,Average tenure (months),Transportation and warehousing,Both sexes,117.8
2012/04,Canada,Average tenure (months),Transportation and warehousing,Both sexes,117.5
2012/05,Canada,Average tenure (months),Transportation and warehousing,Both sexes,115.0
2012/06,Canada,Average tenure (months),Transportation and warehousing,Both sexes,112.9
2012/07,Canada,Average tenure (months),Transportation and warehousing,Both sexes,112.7
2012/08,Canada,Average tenure (months),Transportation and warehousing,Both sexes,115.4
2012/09,Canada,Average tenure (months),Transportation and warehousing,Both sexes,114.2
2012/10,Canada,Average tenure (months),Transportation and warehousing,Both sexes,116.1
2012/11,Canada,Average tenure (months),Transportation and warehousing,Both sexes,116.3
2012/12,Canada,Average tenure (months),Transportation and warehousing,Both sexes,114.4
2013/01,Canada,Average tenure (months),Transportation and warehousing,Both sexes,116.7
2013/02,Canada,Average tenure (months),Transportation and warehousing,Both sexes,115.0
2013/03,Canada,Average tenure (months),Transportation and warehousing,Both sexes,114.5
2013/04,Canada,Average tenure (months),Transportation and warehousing,Both sexes,119.8
2013/05,Canada,Average tenure (months),Transportation and warehousing,Both sexes,117.7
2013/06,Canada,Average tenure (months),Transportation and warehousing,Both sexes,119.8
2013/07,Canada,Average tenure (months),Transportation and warehousing,Both sexes,116.2
2013/08,Canada,Average tenure (months),Transportation and warehousing,Both sexes,115.4
2013/09,Canada,Average tenure (months),Transportation and warehousing,Both sexes,116.3
2013/10,Canada,Average tenure (months),Transportation and warehousing,Both sexes,116.9
2013/11,Canada,Average tenure (months),Transportation and warehousing,Both sexes,117.1
2013/12,Canada,Average tenure (months),Transportation and warehousing,Both sexes,117.2
2014/01,Canada,Average tenure (months),Transportation and warehousing,Both sexes,117.3
2014/02,Canada,Average tenure (months),Transportation and warehousing,Both sexes,116.5
2014/03,Canada,Average tenure (months),Transportation and warehousing,Both sexes,117.4
2014/04,Canada,Average tenure (months),Transportation and warehousing,Both sexes,113.9
2014/05,Canada,Average tenure (months),Transportation and warehousing,Both sexes,112.9
2014/06,Canada,Average tenure (months),Transportation and warehousing,Both sexes,108.7
2014/07,Canada,Average tenure (months),Transportation and warehousing,Both sexes,107.3
2014/08,Canada,Average tenure (months),Transportation and warehousing,Both sexes,106.1
2014/09,Canada,Average tenure (months),Transportation and warehousing,Both sexes,105.4
2014/10,Canada,Average tenure (months),Transportation and warehousing,Both sexes,105.2
2014/11,Canada,Average tenure (months),Transportation and warehousing,Both sexes,111.8
2014/12,Canada,Average tenure (months),Transportation and warehousing,Both sexes,114.2
2015/01,Canada,Average tenure (months),Transportation and warehousing,Both sexes,117.1
2010/01,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,108.2
2010/02,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,111.0
2010/03,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,113.8
2010/04,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,112.5
2010/05,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,113.4
2010/06,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,111.9
2010/07,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,114.2
2010/08,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,114.1
2010/09,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,115.7
2010/10,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,114.4
2010/11,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,117.4
2010/12,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,113.2
2011/01,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,111.3
2011/02,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,109.8
2011/03,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,111.2
2011/04,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,113.4
2011/05,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,114.1
2011/06,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,113.8
2011/07,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,116.3
2011/08,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,112.8
2011/09,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,113.5
2011/10,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,117.4
2011/11,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,116.4
2011/12,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,114.3
2012/01,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,115.9
2012/02,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,114.1
2012/03,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,117.0
2012/04,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,117.7
2012/05,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,119.4
2012/06,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,121.5
2012/07,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,119.1
2012/08,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,118.5
2012/09,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,118.6
2012/10,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,121.5
2012/11,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,118.3
2012/12,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,118.8
2013/01,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,119.3
2013/02,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,114.9
2013/03,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,118.9
2013/04,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,118.9
2013/05,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,120.0
2013/06,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,118.4
2013/07,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,114.2
2013/08,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,115.4
2013/09,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,116.0
2013/10,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,117.6
